x_utm,y_utm,distance_to_water_m,tanager_fnu_estimate,sentinel_fnu_estimate,tanager_relative_signal,sentinel_relative_signal,combined_relative_signal,along_coast_offset_km,section
575205.0,68205.0,30.0,148.16176,442.69373,71.86379928315412,86.37992831541219,79.12186379928315,0.23999999999992724,N1
574785.0,68175.0,295.4657340538831,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.20999999999992724,N1
574815.0,68175.0,268.3281572999748,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.20999999999992724,N1
574845.0,68175.0,241.86773244895647,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.20999999999992724,N1
575085.0,68175.0,67.0820393249937,184.1498,453.26315,75.17921146953405,87.54480286738351,81.36200716845877,0.20999999999992724,N1
575115.0,68175.0,42.42640687119285,369.90955,447.43213,95.96774193548387,86.82795698924731,91.3978494623656,0.20999999999992724,N1
575145.0,68175.0,30.0,369.90955,447.43213,95.96774193548387,86.82795698924731,91.3978494623656,0.20999999999992724,N1
574845.0,68145.0,228.47319317591726,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
574875.0,68145.0,201.24611797498108,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
574905.0,68145.0,174.92855684535903,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
574935.0,68145.0,150.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
574965.0,68145.0,127.27922061357854,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
574995.0,68145.0,108.16653826391968,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.17999999999992725,N1
575085.0,68145.0,42.42640687119285,184.1498,453.26315,75.17921146953405,87.54480286738351,81.36200716845877,0.17999999999992725,N1
574995.0,68115.0,84.8528137423857,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.14999999999992725,N1
575085.0,68115.0,30.0,149.27827,293.9137,72.22222222222221,74.01433691756273,73.11827956989248,0.14999999999992725,N1
574995.0,68085.0,67.0820393249937,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.11999999999992723,N1
575055.0,68085.0,30.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.11999999999992723,N1
575085.0,68085.0,0.0,149.27827,293.9137,72.22222222222221,74.01433691756273,73.11827956989248,0.11999999999992723,N1
574845.0,68055.0,210.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
574875.0,68055.0,180.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
574905.0,68055.0,150.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
574935.0,68055.0,120.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
574965.0,68055.0,90.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
574995.0,68055.0,60.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
575025.0,68055.0,30.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
575055.0,68055.0,0.0,233.0948,366.2343,80.73476702508961,76.43369175627241,78.584229390681,0.08999999999992724,N1
